71,2,125,15,158,260,113,346,127,185,194
72,1843,1056,117,366,295,450,1670,213,6051,1365
73,18,150,34,35,403,33,32,267,409,1214
74,161,85,15,4,116,2,229,191,437,295
75,33,150,34,18,113,169,267,170,80,416
76,450,85,346,295,921,296,492,483,125,118
77,7,2,148,88,113,826,123,93,631,86
78,4880,4885,4878,13234,4881,4879,4882,3401,30036,13564
79,122,116,15,85,40,450,296,8,2,295
80,2,85,93,15,83,116,86,123,125,161
81,20036,10361,19506,3881,19133,13228,16454,13230,20040,20038
82,2,113,148,826,88,87,93,145,22,86
83,2,85,161,15,116,260,185,86,158,83
84,86,88,148,190,121,1015,93,642,145,83
85,828,39,1594,1832,36,6675,288,6674,1602,57
86,32,113,79,771,776,915,33,28,387,35
87,32,150,35,34,79,403,18,24,113,16
88,32,113,79,150,35,34,403,24,18,16
89,631,148,86,93,826,946,1061,3772,1386,223
90,128,530,85,154,450,15,437,125,247,65
91,7,2,122,113,85,83,123,15,125,260
92,2,122,93,85,86,83,113,158,125,631
93,251,64,65,50,221,428,520,200,456,648
94,2,93,123,122,86,148,85,826,161,83
95,642,127,668,664,653,638,651,1024,121,190
96,7239,2277,6536,3617,3633,5093,2257,1690,563,1083
97,161,85,122,2,93,185,158,15,260,86
98,7,122,116,85,2,15,295,8,118,83
99,32,33,150,35,34,18,79,267,170,80
100,154,128,247,921,520,1063,648,424,533,199
101,2026,2839,2840,289,1773,2013,2394,1468,291,6572
102,2840,2838,7810,2026,279,6572,7863,4522,9214,4528
103,73,828,39,1405,291,38,1832,6674,76,1183
104,946,561,14045,2576,1376,344,108,107,5330,333
105,826,93,148,123,86,2,569,1152,794,25
106,7,93,113,86,123,631,826,148,83,85
107,123,2,826,93,88,86,87,145,631,636
108,150,35,403,24,409,267,16,170,169,80
109,32,33,18,150,35,34,24,267,16,170
110,675,469,1057,663,594,651,643,589,454,1065
111,113,79,150,35,403,24,18,169,16,170
112,150,403,267,79,80,28,2237,421,26,771
113,123,86,93,121,636,158,148,847,826,1015
114,113,33,79,150,35,34,403,24,169,16
115,73,76,1618,62,1617,273,1765,6457,1767,2362
116,8521,346,921,251,1374,118,676,447,194,221
117,87,826,89,123,631,91,678,86,94,658
118,122,83,2,85,116,118,15,125,921,8
119,35,18,79,169,409,267,80,28,113,421
120,122,2,85,15,116,295,93,8,128,83
121,826,2,148,631,1386,145,1121,11866,978,3945
122,116,8,118,450,921,15,346,530,447,83
123,7,946,2,93,260,86,85,1509,125,185
124,122,2,93,125,15,86,158,165,260,113
125,32,113,35,34,403,24,18,169,16,170
126,150,79,34,403,24,18,169,16,113,267
127,2826,161,1642,1661,2349,793,229,948,85,2124
128,7,122,118,158,86,93,125,921,636,260
129,150,403,24,409,16,170,80,169,79,2237
130,492,450,437,117,1118,1365,648,90,1107,599
131,122,447,296,437,108,921,7,15,1376,879
132,117,450,474,480,1099,492,1118,116,1554,137
133,7,122,2,113,85,15,116,161,93,295
134,148,123,631,223,88,25,145,636,22,87
135,88,145,87,84,89,148,674,678,91,149
136,7,2,93,122,86,15,158,260,83,113
137,32,113,33,79,34,403,24,7,18,169
138,1509,1503,564,1287,561,1504,1508,559,5330,2576
139,7,2,116,15,83,295,118,113,125,93
140,8521,885,1083,233,3192,883,1136,3819,6390,6724
141,123,158,93,636,83,1021,121,1061,127,125
142,4,318,4793,1157,295,201,191,314,1260,234
143,33,150,35,18,403,24,267,409,16,169
144,158,93,123,121,1021,636,161,260,229,1732
145,7,2,161,85,15,93,116,185,260,4
146,75,1405,1384,57,291,1184,279,1183,36,54
147,7,2,17,223,32,1141,286,79,10530,16959
148,113,79,33,35,150,24,403,34,16,11
149,85,295,15,8,346,2,296,118,447,191
150,5065,5064,1881,6707,6706,21204,2988,13003,7035,303
151,403,34,18,79,409,170,80,28,416,771
152,93,86,2987,123,3310,161,85,260,122,224
153,3711,893,882,3331,2842,7075,15723,2841,4340,6847
154,150,403,35,267,409,80,16,169,2237,386
155,426,648,492,2979,530,90,526,827,295,154
156,2026,1468,279,2838,2840,568,7810,1472,6572,42
157,122,2,85,113,15,83,93,118,125,295
158,122,15,85,116,4,295,2,450,437,161
159,8521,3192,6724,333,20126,233,1113,885,1083,3819
160,32,33,150,35,34,403,24,18,79,16
161,122,2,93,125,86,113,260,158,921,8
162,295,437,122,161,15,191,450,4,918,296
163,32,113,33,79,35,150,24,403,34,169
164,7239,3633,6536,7246,3639,1136,10636,7242,15247,883
165,122,2,113,15,93,83,116,125,86,260
166,2,826,631,148,1386,22,25,1191,11866,1280
167,7,122,2,85,161,15,116,260,158,185
168,618,7313,5121,4264,1082,8253,2247,4165,501,1112
169,79,150,35,34,403,24,16,169,170,409
170,161,85,122,15,116,229,2,437,185,191
171,289,7254,4542,279,1773,2394,2839,7107,1767,6969
172,150,35,34,403,18,24,79,16,169,409
173,2,85,93,113,86,116,83,260,123,125
174,76,1618,62,39,1765,68,38,78,75,273
175,7,2,122,93,85,83,113,86,15,260
176,122,346,483,8,199,492,446,450,921,92
177,460,193,2979,2207,5465,237,1115,1668,454,146
178,87,84,89,415,148,91,94,680,674,658
179,83,158,247,154,685,589,125,1063,127,535
180,3936,25511,2833,2704,8917,11668,3946,2834,3944,6598
181,86,123,159,636,1676,946,1061,826,142,158
182,7,88,2,148,113,84,826,631,123,93
183,1235,985,3975,4610,3973,5644,5652,3510,29182,1516
184,4,1157,201,318,138,228,191,781,7611,3
185,32,33,150,34,35,79,267,170,28,421
186,7,2,85,113,15,83,86,260,116,158
187,18,33,35,403,409,24,80,16,170,169
188,33,150,35,18,34,403,24,409,267,16
189,7,122,83,85,15,93,125,86,260,158
190,32,34,403,18,24,79,16,169,409,267
191,279,69,75,1384,57,1405,54,1832,828,1184
192,2277,3639,2274,6536,3633,7242,15247,7239,21301,12163
193,2,17,32,22,631,93,25,286,223,826
194,122,116,85,295,2,40,194,251,4,83
195,113,79,24,403,34,169,16,18,28,80
196,199,90,648,426,346,483,1118,92,1522,1107
197,32,150,35,403,18,24,79,16,169,409
198,158,123,1021,93,636,127,83,121,260,1061
199,279,69,73,291,1384,1383,75,54,1405,57
200,150,35,79,34,403,24,18,16,409,80
201,911,1076,365,234,2301,6043,786,1082,1843,6000
202,32,33,79,150,35,34,18,267,28,416
203,2,161,25,86,22,123,185,826,85,122
204,295,4222,437,1099,116,117,474,4,191,1118
205,85,113,93,15,83,161,125,260,86,158
206,295,165,921,128,530,346,428,15,447,65
207,123,86,636,121,631,2,148,1061,1021,190
208,32,33,35,150,34,403,79,18,24,113
209,32,33,79,35,403,18,24,16,169,409
210,2,93,123,86,85,158,83,260,148,15
211,122,2,116,15,93,125,118,113,260,8
212,946,564,1509,1503,2576,1287,561,350,1508,1024
213,123,83,148,1061,158,638,121,651,190,127
214,32,113,33,79,35,150,34,403,24,18
215,4,295,191,1157,52,8106,2152,3,7611,437
216,7,2,93,86,123,826,148,631,223,260
217,946,2576,1509,564,1503,334,1335,93,1376,1287
218,150,35,34,79,409,169,267,170,80,113
219,4745,6674,14178,4768,4751,2188,4858,3747,9345,17806
220,651,83,663,638,668,685,1517,1464,589,1061
221,35,403,24,79,409,267,80,28,421,113
222,5149,3629,7687,7686,2838,568,2026,1396,891,3631
223,148,88,145,2,87,826,123,93,86,84
224,145,148,89,91,826,94,123,658,674,631
225,122,85,15,83,125,118,93,260,128,921
226,254,201,138,6979,132,781,326,136,2188,315
227,233,600,333,8521,3192,11740,6724,946,332,14045
228,370,382,5160,6630,383,1026,369,2829,20445,5158
229,122,2,85,15,116,113,161,93,295,296
230,145,88,89,148,658,674,678,680,826,3944
231,7,122,279,73,40,116,15,194,779,450
232,279,76,64,200,251,65,69,295,4,221
233,33,35,79,403,34,24,18,169,16,267
234,4865,7017,4864,4863,316,6694,4861,4859,6691,8286
235,88,87,84,89,415,91,148,94,674,149
236,32,113,79,33,150,34,24,403,169,16
237,295,4,122,251,15,73,128,116,165,118
238,1509,1287,1498,1504,946,1503,2272,1506,559,4659
239,5093,2306,4090,233,6724,7239,8521,1690,4123,2257
240,7,122,295,85,8,437,15,118,346,921
241,450,437,648,117,8,199,90,426,1522,483
242,87,415,89,148,94,678,674,2833,658,3944
243,648,530,492,426,118,154,90,155,199,520
244,2,85,113,15,116,93,161,83,260,296
245,1894,1922,1857,1962,1958,1970,1927,1985,1849,7810
246,3594,29201,29207,29208,29200,29206,22193,29203,22192,29199
247,7,2,93,122,86,158,148,85,161,260
248,32,33,150,18,35,34,24,267,170,169
249,118,165,247,921,83,155,1063,520,116,85
250,18317,18324,1834,31006,1141,18331,30608,30614,30615,30616
251,34,16,267,80,28,113,421,2237,771,26
252,83,638,651,86,636,158,1061,190,121,663
253,73,279,69,1405,76,1773,57,1832,38,828
254,1083,7239,887,433,1136,883,885,112,2257,3617
255,4658,1509,559,1498,1503,1287,338,350,11323,4618
256,2,122,85,86,83,125,15,123,631,185
257,32,33,35,34,403,24,16,79,409,169
258,13884,10073,9296,9290,2833,10393,9293,3680,13882,3954
259,148,88,826,123,84,86,93,89,3772,223
260,8471,8465,8470,8476,9427,29308,6528,29309,2826,29307
261,122,2,85,116,113,161,93,295,125,118
262,122,86,158,2,85,83,161,260,15,125
263,946,564,1509,561,1503,1287,2576,233,334,1504
264,83,469,154,651,125,533,589,663,127,1021
265,7,161,4,15,122,116,191,229,437,2
266,28820,28810,28823,28815,28825,28816,28818,28819,28813,28830
267,7,260,83,636,127,447,211,185,116,121
268,18,150,33,32,35,403,34,267,409,24
269,88,148,6624,1733,84,826,91,569,3496,94
270,295,450,116,117,492,1365,8,599,426,474
271,32,35,33,150,403,18,34,11,267,79
272,424,454,165,648,1522,428,512,251,533,505
273,4434,1498,1509,559,1503,564,11820,1508,1504,1287
274,113,11,79,286,35,915,2,150,917,17
275,22193,22192,22196,22194,22198,22195,22197,19687,19693,19689
276,1082,1056,1843,1019,1254,1075,282,358,3551,1367
277,113,32,7,79,33,35,11,150,24,17
278,2,113,85,83,93,260,86,123,158,8
279,73,76,64,200,279,1765,6457,1618,1617,1767
280,2262,3639,2271,2266,2256,10636,1391,2371,6536,14098
281,150,403,34,18,24,267,169,16,80,409
282,32,33,150,34,403,18,24,16,169,409
283,158,1021,127,630,122,83,125,123,86,636
284,36,1184,1183,57,2350,58,1186,53,1384,48
285,7,2,122,93,83,85,15,123,86,125
286,161,7,122,15,229,116,2,185,918,93
287,84,148,89,91,94,826,415,658,674,610
288,32,150,35,34,18,24,16,79,169,267
289,128,85,15,295,165,83,8,921,4,161
290,663,685,469,594,530,128,127,165,1021,154
291,663,651,594,127,675,589,1065,685,1464,643
292,7088,2336,3803,1135,6000,289,4988,7105,7254,7075
293,7786,6000,6043,2048,4334,8264,4347,11680,7050,7045
294,125,158,118,921,127,165,346,93,86,123
295,13254,1481,4275,13401,18872,13250,13257,8568,8569,18873
296,685,530,118,128,469,247,535,1063,533,921
297,148,7,2,123,93,86,88,145,87,223
298,29201,29208,29207,29206,29203,29210,29200,29199,29204,29202
299,17525,17526,17523,17527,11779,31045,31046,17524,31044,9189
300,2,93,122,85,86,123,15,185,158,826
301,10361,4633,13228,13230,3881,4631,3884,16049,4585,12481
302,86,125,1021,651,93,260,663,121,653,1517
303,32,18,34,403,24,16,267,169,79,170
304,332,1504,1508,559,1287,3497,6992,946,13911,564
305,7,148,826,88,93,113,145,87,86,631
306,279,291,73,69,1384,1383,75,54,1832,1405
307,113,33,79,7,150,35,34,403,24,18
308,148,145,87,826,631,83,7,658,2,91
309,32,33,113,150,79,403,34,18,24,169
310,7,122,2,113,85,83,116,15,93,125
311,123,148,86,2,88,636,631,83,158,1061
312,165,83,530,154,15,2,251,247,125,346
313,86,826,2,148,636,121,1152,161,25,260
314,116,122,7,450,295,8,437,85,346,492
315,7,4,15,85,161,116,437,191,229,295
316,2,113,85,15,93,83,260,17,125,86
317,35,267,80,28,2237,26,27,30,418,1214
318,113,32,79,33,24,169,771,150,16,35
319,32,33,150,35,34,403,24,16,409,169
320,1997,5121,2247,1366,12163,9763,1105,501,587,5768
321,642,86,121,190,653,1061,1015,158,127,638
322,86,636,148,631,83,1061,121,190,638,1015
323,7,2,122,85,93,15,113,260,86,185
324,15824,5093,433,3617,4188,8556,2277,7239,6536,6347
325,7,122,83,2,118,165,85,116,125,93
326,116,251,295,7,8,921,437,83,346,85
327,3865,3883,14529,5108,27939,11413,3180,5371,2420,2171
328,161,7,93,25,185,85,22,86,122,15
329,33,35,403,24,79,169,409,267,170,80
330,73,279,76,6457,1405,2147,2394,273,4531,1618
331,108,3345,116,357,1376,1083,346,1113,450,523
332,32,150,24,16,79,267,169,80,28,416
333,7,116,295,15,437,8,4,191,447,117
334,150,403,18,79,16,169,409,267,170,80
335,247,921,125,155,158,346,428,251,15,533
336,113,32,79,33,11,35,150,403,286,24
337,93,260,123,2,125,85,158,83,636,1024
338,5183,5245,5262,5270,5267,6039,5274,4413,5290,5259
339,1019,1254,1056,6051,71,238,1082,5437,213,3748
340,7267,10493,29839,12486,17721,28501,13482,6542,13833,7612
341,3749,2956,6051,4793,248,295,511,3411,6805,1068
342,14553,14570,14582,14597,14551,5290,9955,5259,5289,5267
343,33,35,34,403,24,16,79,409,169,170
344,32,150,34,403,24,409,267,16,170,169
345,2306,4090,5093,4123,12570,6724,6390,14387,600,10005
346,7,122,2,85,15,113,116,161,93,83
347,7,122,2,85,113,15,161,93,83,118
348,35,34,18,403,24,16,79,409,169,267
349,113,32,7,79,33,17,35,150,24,403
350,148,145,826,87,84,123,631,89,86,2
351,381,2820,370,382,372,385,379,2821,6630,369
352,7810,7863,7687,1394,1385,9214,2838,1396,4925,1383
353,415,84,94,678,1017,674,1866,2971,2869,4769
354,7,161,93,25,86,123,122,22,85,826
355,32,33,35,403,169,409,267,170,80,416
356,150,35,34,403,24,79,16,169,409,267
357,437,295,492,8,85,191,599,483,1118,346
358,1141,4633,13230,3880,3881,3879,13228,3884,10361,19506
359,990,1235,994,979,5016,984,993,560,991,987
360,7,2,93,148,123,826,86,88,631,145
361,32,33,150,915,403,18,34,11,267,79
362,1141,13228,13230,20036,19506,10361,19133,3888,1142,15620
363,357,1376,214,523,296,3345,85,5799,4916,1677
364,564,561,1503,946,559,1504,5330,13911,1508,332
365,158,85,86,123,260,125,83,121,636,15
366,32,113,33,79,150,35,34,403,18,169
367,161,4,1157,15,318,229,122,191,201,2
368,7,122,2,15,85,161,113,295,128,4
369,7,2,122,113,123,93,86,88,631,87
370,31045,31046,31044,31047,5274,11779,5235,11783,11780,11781
371,148,7,88,145,826,2,87,93,123,631
372,382,2820,6630,370,372,379,385,1026,2821,2829
373,122,2,113,85,15,93,83,125,260,118
374,145,826,123,84,2,93,7,636,94,569
375,8521,6724,233,3192,333,1083,14387,600,6390,18349
376,7810,1468,2026,7863,9214,4925,4522,568,2840,2222
377,87,415,678,94,674,148,603,610,2971,614
378,93,123,86,7,158,260,636,122,85,121
379,7,85,161,15,2,295,128,8,118,83
380,7,22,148,826,286,25,17,93,223,631
381,35,34,18,24,79,16,169,409,267,170
382,150,35,34,18,24,170,80,113,28,771
383,73,76,1618,62,828,39,1405,1765,1617,2362
384,7,145,87,2,148,113,826,89,631,93
385,122,2,83,116,15,125,165,93,8,921
386,113,33,79,150,34,403,24,18,409,267
387,4123,4090,2306,6724,5093,14507,19675,9420,20497,11740
388,2,85,93,113,15,125,86,116,260,165
389,1554,474,117,295,492,1099,2299,450,437,1555
390,148,826,123,2,631,88,86,145,223,87
391,7,122,113,85,83,116,15,93,125,118
392,24,79,16,409,169,170,80,28,416,421
393,113,33,79,150,35,403,24,18,16,169
394,2,161,93,25,85,86,123,22,15,185
395,2,122,15,85,185,93,116,260,40,296
396,295,450,116,117,437,4,191,8,456,248
397,315,6694,7017,1796,4864,4686,353,2188,201,9345
398,116,921,125,15,251,450,447,158,2,260
399,86,148,93,636,88,145,1061,826,631,190
400,4878,4885,28233,28232,28227,28230,28229,10569,10571,10568
401,33,18,35,34,24,409,267,16,170,169
402,161,6684,2349,2826,1642,1661,2648,2124,229,9427
403,450,116,117,295,8,445,447,180,1772,666
404,2840,1468,4353,6572,2839,279,2222,2013,4528,2026
405,206,357,2349,85,139,437,1159,116,865,918
406,116,7,122,295,437,15,191,8,4,161
407,1383,1394,11575,7689,7686,7687,12486,891,3629,4927
408,123,636,158,1061,83,1021,190,638,651,642
409,73,279,75,1384,1405,76,1832,828,39,1184
410,88,87,2,145,826,123,93,84,86,631
411,6847,6883,6129,19065,289,3171,6447,8779,3629,7105
412,651,663,83,594,638,675,589,685,1065,1464
413,946,1509,564,561,1503,1287,334,2576,1504,5330
414,7,2,113,826,223,93,286,148,32,22
415,122,346,2754,879,1376,447,357,296,125,85
416,161,816,2656,4498,6662,16964,331,85,25863,6684
417,122,116,2,161,15,295,128,8,118,83
418,118,128,165,85,83,295,125,346,247,251
419,33,150,79,34,113,35,403,18,24,16
420,1970,303,1932,3435,194,127,123,1061,240,64
421,2,122,85,161,93,116,158,260,86,185
422,33,150,35,34,79,24,18,16,113,409
423,113,79,150,35,34,403,24,18,16,169
424,2277,2274,3633,2273,3639,2270,2258,2256,2262,18975
425,2262,14097,4123,2273,5845,5975,2277,14096,3633,2256
426,450,492,437,117,648,199,90,1522,346,599
427,145,84,89,91,678,94,614,4769,680,826
428,2,113,85,15,116,93,83,161,260,125
429,2,122,93,15,113,83,125,260,86,123
430,594,663,643,651,469,675,638,1057,589,851
431,279,73,1383,2026,568,7810,1394,69,1384,2064
432,150,169,267,170,80,28,416,421,771,2237
433,6630,369,2828,1026,2829,373,5160,7375,1027,3352
434,8481,28694,8484,8485,28691,28693,732,28690,28692,725
435,2,85,93,113,15,116,125,86,260,921
436,2,93,86,25,161,148,158,122,85,260
437,155,648,247,92,199,1063,2979,454,90,533
438,946,561,564,334,233,1287,14045,333,1508,13911
439,251,128,530,450,648,122,8,921,492,424
440,7,122,2,93,85,946,116,15,125,260
441,2,88,145,113,87,631,123,93,84,86
442,3221,6816,630,85,1682,589,122,123,2735,86
443,1141,3881,1834,1838,10361,3879,10530,16051,21337,21334
444,7,2,88,148,113,123,631,93,826,86
445,2,113,85,15,83,260,86,125,161,123
446,1076,365,480,1056,441,4793,250,474,4080,7275
447,161,7,85,229,15,2,191,437,2656,4
448,158,437,918,3221,426,229,447,630,492,8
449,648,492,165,530,473,90,251,455,424,529
450,33,24,79,16,169,267,170,80,113,28
451,887,2839,15721,2843,1075,676,5999,885,1083,7254
452,32,33,403,18,24,16,79,409,169,170
453,2,122,113,85,15,93,116,83,161,260
454,450,117,295,366,1843,250,1670,599,480,191
455,73,279,69,291,75,1405,1384,57,54,1832
456,33,150,18,34,24,16,267,79,80,28
457,828,39,291,1183,75,38,57,1384,78,279
458,32,33,35,150,34,403,18,79,24,16
459,295,122,85,450,437,8,118,128,15,165
460,150,113,34,403,24,16,169,267,409,170
461,145,2833,84,3936,91,680,94,2970,3938,1017
462,33,35,34,403,24,79,16,169,409,267
463,946,561,334,564,1509,233,14045,333,2576,1503
464,2,122,161,85,15,113,116,86,185,260
465,122,116,85,2,118,15,8,125,165,921
466,150,35,403,409,267,80,28,416,2237,771
467,150,267,409,80,113,28,771,2237,26,386
468,1021,86,630,127,123,83,447,636,1138,1517
469,161,2,185,229,25,260,224,116,123,125
470,7,2,122,85,113,161,15,116,260,86
471,7,85,165,15,128,2,125,530,154,251
472,8521,233,333,6724,18349,1113,1083,2012,14387,3819
473,122,2,85,116,161,113,93,296,260,83
474,7,2,123,93,148,86,88,826,145,631
475,161,2,85,25,229,93,15,185,224,22
476,161,93,1732,224,25,2,86,229,3310,158
477,116,450,85,437,480,206,250,295,117,122
478,150,403,18,24,79,16,169,409,267,170
479,79,150,403,24,169,16,409,170,267,80
480,223,826,631,1386,93,3772,1280,86,123,145
481,2,148,93,123,86,25,161,22,569,223
482,5488,1225,3513,12478,22663,16961,12480,1839,9815,1834
483,1554,1099,2299,4222,517,1555,539,6805,3979,1668
484,7,2,122,85,161,15,86,123,83,260
485,113,79,33,35,150,34,403,24,18,169
486,15,2,295,128,83,921,125,450,437,346
487,5274,6039,4300,4304,4282,4292,4283,26753,12148,26745
488,122,921,251,116,428,8,685,65,125,424
489,83,125,921,85,158,346,260,128,127,447
490,5651,5655,7549,7547,29315,29314,7548,5652,24429,11430
491,35,267,169,80,28,421,771,30,26,27
492,29207,29208,29206,29201,29200,29203,29210,29199,29202,29204
493,2,85,93,113,118,15,125,116,86,260
494,33,79,35,34,403,169,113,80,170,409
495,148,826,123,93,86,631,2,223,88,636
496,1618,73,62,76,1617,2362,2354,1765,1767,49
497,33,35,34,403,24,79,16,169,409,170
498,84,148,674,91,94,149,614,641,8450,3456
499,118,530,165,154,921,247,648,155,535,520
500,2,83,85,93,113,15,116,125,123,86
501,113,79,150,35,34,403,18,169,170,409
502,116,450,437,357,85,117,122,295,8,447
503,887,7075,1075,6369,3331,2839,3711,282,1082,15721
504,7239,2277,6536,1083,1690,2271,3617,2366,5093,7246
505,116,295,122,450,8,7,118,15,346,921
506,32,7,79,33,35,150,34,403,24,18
507,346,8,357,1376,108,85,125,483,296,879
508,7,2,85,25,185,229,86,224,158,122
509,403,79,169,409,267,80,113,28,421,771
510,118,530,165,921,122,535,83,125,116,533
511,7,161,85,93,15,86,260,185,116,123
512,7,122,2,85,15,116,161,93,4,295
513,415,145,3944,88,3951,84,89,2869,3936,3680
514,8521,6724,3192,14507,20126,6390,233,14387,1374,333
515,88,658,631,610,674,123,89,149,678,826
516,113,32,79,33,35,24,150,169,403,16
517,7,2,93,85,113,123,83,15,260,125
518,675,594,643,1065,1057,4160,638,639,1464,589
519,223,11866,11164,113,286,1518,1121,2,7,9408
520,557,553,12668,8907,6063,10255,6065,6064,6062,6061
521,946,7,1509,122,334,357,260,342,561,564
522,1082,4264,1075,7075,365,618,1366,3617,2321,366
523,123,636,826,1061,1024,121,148,631,159,260
524,35,403,18,79,409,80,28,421,771,26
525,2215,4295,15809,11306,4380,2180,4353,4292,4300,4304
526,158,3221,122,630,426,530,918,118,1021,90
527,35,34,403,18,79,169,409,267,170,416
528,33,150,34,403,18,24,79,16,169,409
529,9342,12668,329,323,12666,317,319,324,327,14771
530,122,85,437,15,8,450,118,346,921,128
531,629,594,639,1067,1744,88,3964,422,615,9067
532,145,88,87,148,415,84,89,91,826,680
533,7,85,2,161,15,295,93,296,260,118
534,2394,42,1773,279,779,289,891,1468,73,4756
535,4983,4946,4984,7122,4997,4964,23063,5000,23060,4995
536,122,85,116,15,295,161,2,437,450,4
537,35,403,79,24,16,169,267,409,170,80
538,7,113,79,33,150,34,403,24,18,169
539,3269,1121,3268,10073,9262,2704,1122,13884,3259,2833
540,1083,8521,7239,6724,2257,885,1136,5093,6390,233
541,145,88,148,84,87,678,826,89,658,631
542,116,83,921,8,85,125,346,437,194,447
543,201,2048,353,1796,481,2617,3386,4867,1767,4858
544,122,85,116,15,2,8,125,296,260,83
545,8521,6724,1083,233,6390,3192,14387,18349,333,1113
546,93,123,148,826,86,25,161,22,88,223
547,33,150,35,18,34,24,79,16,409,267
548,2,113,122,93,123,83,86,85,15,631
549,113,79,33,35,34,150,24,17,18,169
550,5149,3629,7245,7686,3631,7689,2342,2087,2842,7687
551,8476,8470,8465,8471,20262,29309,29307,29308,29198,29197
552,1509,564,1503,1508,1504,93,1287,561,14045,334
553,122,85,15,2,921,125,251,450,530,154
554,158,86,123,260,636,121,2,1021,125,1138
555,826,2,93,148,86,123,631,25,636,121
556,32,33,150,35,34,18,79,24,16,169
557,2,85,116,15,83,93,125,260,118,158
558,117,366,450,445,1843,593,474,599,683,116
559,7,161,2,25,93,22,86,185,123,85
560,279,73,40,2840,2839,194,2026,122,1468,4353
561,7,2,113,85,93,161,83,86,123,116
562,35,18,24,16,79,169,267,170,80,28
563,28072,7079,5026,5024,1120,560,3975,2039,176,20332
564,2,15,93,83,116,260,125,158,86,118
565,32,33,150,35,34,18,403,24,409,16
566,1509,946,1287,564,1504,561,332,1503,233,1506
567,93,161,224,86,158,2632,85,185,229,123
568,7,148,84,2,826,91,631,113,94,123
569,7,2,223,93,826,631,86,148,25,123
570,7,122,83,2,85,118,15,125,8,93
571,85,2,15,161,116,93,158,260,125,437
572,122,93,86,123,2,260,85,125,158,15
573,7,122,2,15,85,116,113,295,4,161
574,161,85,2,15,229,185,25,93,224,116
575,2,148,826,87,88,22,145,123,25,86
576,826,631,1386,148,1280,3772,145,86,88,1191
